PRICE,HOA,SQUARE_FEET,BEDS,BATHS,PROPERTY_TYPE,CITY,URL
525000,330,540,1,1.0,CONDO,SAN BRUNO,/CA/San-Bruno/219-Boardwalk-Ave-94066/unit-D/home/957988
698000,413,850,2,2.0,CONDO,SAN BRUNO,/CA/San-Bruno/419-Piccadilly-Pl-94066/unit-3/home/1679715
1225000,,1520,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/747-Chestnut-Ave-94066/home/1589150
1868000,,1590,3,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2225-Trenton-Dr-94066/home/1150351
700000,,720,2,1.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/75-Tanforan-Ave-94066/home/2056929
850000,,780,2,1.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/965-Hensley-Ave-94066/home/1563626
950000,,1203,3,1.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/878-Easton-Ave-94066/home/1814165
1208000,,1460,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/761-Easton-Ave-94066/home/2031260
1330000,,1680,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/121-Greenwood-Dr-94080/home/613587
940000,,1060,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/36-Pacific-Ave-94066/home/616243
915000,,1000,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/40-Atlantic-Ave-94066/home/1868659
980000,,1100,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/220-Northwood-Dr-94080/home/1913910
1570000,,1820,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/207-Hazelwood-Dr-94080/home/611283
1500000,,1720,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/121-Ravenwood-Way-94080/home/1828097
1180000,,1670,5,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/9-Pacific-Ave-94066/home/1657243
885000,,740,2,1.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/41-Bayshore-Cir-94066/home/1329814
935000,,990,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/121-Rockwood-Dr-94080/home/2023375
1100000,,1410,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/375-Alida-Way-94080/home/612539
1150000,,990,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/226-Rockwood-Dr-94080/home/1749818
1185000,,1560,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/856-Mills-Ave-94066/home/1640949
1325000,,1460,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/214-Hazelwood-Dr-94080/home/1044522
1050000,,990,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/107-Springwood-Way-94080/home/1329729
1050000,,990,2,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/207-Manor-Dr-94080/home/1421185
950000,,990,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/227-Brentwood-Dr-94080/home/614432
1210000,,1100,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/113-Greenwood-Dr-94080/home/1705650
1203000,,1100,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/302-Wildwood-Dr-94080/home/1854392
1300000,,2054,4,2.0,MULTI_FAMILY_2_4,SAN BRUNO,/CA/San-Bruno/205-Forest-Ln-94066/home/637262
989000,,1010,3,1.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/1125-Herman-St-94066/home/2031147
950000,,1260,2,1.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/846-Masson-Ave-94066/home/1978335
1038000,,1360,2,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/848-Mills-Ave-94066/home/1732684
1077500,,1780,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/121-Ramona-Ave-94080/home/1691872
1100000,,1190,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/351-Avalon-Dr-94080/home/609955
1300000,,1160,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/446-Alhambra-Rd-94080/home/1403101
1235000,,1160,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/461-Avalon-Dr-94080/home/1840756
610000,397,730,1,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/455-El-Camino-Real-94080/unit-405/home/1084290
1270000,,1690,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/251-Rainier-Ave-94080/home/1971032
1520000,,2020,4,3.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/417-Mariposa-Dr-94080/home/1198421
1165000,,1160,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/388-Valencia-Dr-94080/home/2026219
1280000,,1270,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/318-Northwood-Dr-94080/home/1840703
1050000,,990,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/312-Hazelwood-Dr-94080/home/613030
1210000,,1880,3,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/139-Rosa-Flora-Cir-94080/home/1971030
1320000,,1450,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/537-Lassen-St-94080/home/615319
1525000,,1310,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/474-Comerwood-Ct-94080/home/1955340
960000,,1000,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/717-Southwood-Dr-94080/home/612046
1175000,,1651,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/719-Southwood-Dr-94080/home/1510786
1200000,,1646,4,2.0,MULTI_FAMILY_2_4,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/152-B-St-94080/unit-152A/home/2031102
1575000,,1530,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/9-Serena-Ct-94080/home/2052940
1225000,,1020,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/250-El-Campo-Dr-94080/home/2055767
1340000,,1792,4,2.0,MULTI_FAMILY_2_4,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/16-2nd-St-94080/home/1672496
1220000,,1940,4,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/403-W-Orange-Ave-94080/home/1705680
1150000,,1290,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/303-Arroyo-Dr-94080/home/598061
900000,,1040,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/114-1st-St-94080/home/2035709
1303000,,1610,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/17-Fairway-Dr-94080/home/1682752
1760000,,1982,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/303-Fairway-Dr-94080/home/2023382
1399000,,1510,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/725-W-Orange-Ave-94080/home/614315
1300000,,1550,3,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/318-Hazelwood-Dr-94080/home/2013481
1450000,,1930,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/276-Avalon-Dr-94080/home/1458766
2250000,,2250,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/300-Alta-Vista-Dr-94080/home/1208202
1418000,,1660,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/455-Alhambra-Rd-94080/home/2047243
1250000,,1070,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/485-Granada-Dr-94080/home/1758355
900000,,920,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/102-A-St-94080/home/1244849
1550000,,1462,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/104-Cuesta-Dr-94080/home/1879517
1280000,,1260,3,1.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/112-Arroyo-Dr-94080/home/1961820
1515000,,1690,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/15-Capay-Cir-94080/home/1714160
1300000,,1160,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/451-Alhambra-Rd-94080/home/1902069
1235000,,1050,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/412-Granada-Dr-94080/home/609874
1210000,,1190,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/308-Mira-Vista-Way-94080/home/2052907
850000,,2410,6,4.0,MULTI_FAMILY_2_4,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/209-A-St-94080/home/1226796
1475000,,3000,7,5.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/117-Arroyo-Dr-94080/home/1714150
1125000,,840,2,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/115-Knoll-Cir-94080/home/2010569
1200000,,1646,4,,MULTI_FAMILY_2_4,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/152-B-St-94080/home/171948515
628000,,1130,2,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/211-Fairway-Dr-94080/home/1475458
1100000,,1440,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/808-W-Orange-Ave-94080/home/1605128
1438000,,1610,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/744-Haven-Ave-94080/home/615403
1500000,,1920,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/464-Yellowstone-Dr-94080/home/2038604
1200000,,1190,3,1.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/415-Alhambra-Rd-94080/home/2028994
1100000,,1270,3,1.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/313-Northwood-Dr-94080/home/1971027
1300000,320,1880,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/141-Rosa-Flora-Cir-94080/home/1605140
1415000,,1350,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/445-Mariposa-Dr-94080/home/617416
660000,610,1008,2,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-706-2/home/949792
1250000,210,1330,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2316-Kristie-Ln-94080/home/928078
920000,469,1290,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2250-Gellert-Blvd-94080/unit-2211/home/21967852
1128000,,1570,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3807-Crofton-Way-94080/home/2047851
1700000,100,2587,5,3.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3513-Bering-Dr-94066/home/2100288
660000,794,1357,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-705-2/home/1786229
1709000,399,2602,4,3.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2673-Bantry-Ln-94080/home/172812530
835000,,2060,4,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2598-Olympic-Dr-94066/home/1105602
1125000,,2129,4,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2571-Olympic-Dr-94066/home/1459082
1250000,,1600,5,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/291-Emaron-Dr-94066/home/2016277
1415000,,1820,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2401-Tara-Ln-94080/home/913118
1720000,,2560,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2260-Shannon-Dr-94080/home/1644762
1548000,253,2310,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/5206-Belfast-Ct-94080/home/1187894
1430000,,1590,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2224-Kenry-Way-94080/home/1618157
1868000,105,2282,4,2.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/370-Merimont-Cir-94066/home/39599810
1590000,399,2602,4,3.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3313-Shannon-Pl-94080/home/172812516
1785000,105,2282,4,2.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/103-Alden-Ct-94066/home/17307619
1343000,,1100,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2730-Maywood-Dr-94066/home/623365
1158000,,1110,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2390-Valleywood-Dr-94066/home/1674175
1350000,,1120,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2480-Maywood-Dr-94066/home/2051924
1430000,,1190,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3691-Elston-Dr-94066/home/625196
1350000,,1600,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3010-College-Dr-94066/home/1140583
1710000,,1430,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3041-Oakmont-Dr-94066/home/2004519
1425000,,1430,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3630-Fleetwood-Dr-94066/home/1264906
1300000,,1440,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2701-Oakmont-Dr-94066/home/629528
1198000,,1730,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2941-Berkshire-Dr-94066/home/1714905
1350000,,1780,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2901-Berkshire-Dr-94066/home/623295
1435000,,1510,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2408-Oakmont-Dr-94066/home/1531045
1375000,,1330,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/360-Allen-Dr-94066/home/627802
1470000,,1500,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2700-Wexford-Ave-94080/home/914116
1610000,,1510,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2801-St-Cloud-Dr-94066/home/1355801
1455000,,1960,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/39-Seville-Way-94080/home/2044917
1200000,,1430,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2780-Oakmont-Dr-94066/home/2045758
1403000,,1500,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2780-Chabot-Dr-94066/home/623307
1400000,,1430,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/271-Goodwin-Dr-94066/home/1413486
2100000,100,2587,5,3.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3515-Bering-Dr-94066/home/2100287
1200000,210,1330,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2307-Julie-Ln-94080/home/1959717
1700000,,1820,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/170-Olympic-Ct-94066/home/1588933
1368888,,1290,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2880-Chabot-Dr-94066/home/625821
1528000,,1634,4,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2901-Medina-Dr-94066/home/626705
1356868,,1580,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2601-Wexford-Ave-94080/home/1233533
1050000,,1810,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2425-Wright-Ct-94080/home/1233676
1525000,6,1900,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/42-Vista-Ct-94080/home/2043341
520000,438,680,1,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-712-9/home/1769325
1013000,641,1846,3,2.5,TOWNHOUSE,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/71-Appian-Way-94080/unit-B/home/1910723
981500,468,1200,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2220-Gellert-Blvd-94080/unit-4312/home/17294365
915000,446,1082,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2260-Gellert-Blvd-94080/unit-1104/home/28917773
1215000,,1320,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2071-Evergreen-Dr-94066/home/1605289
1600000,,1540,4,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2000-Evergreen-Dr-94066/home/1828271
366000,,2240,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2520-Bantry-Ln-94080/home/1727753
1550000,,2550,4,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2031-Pinecrest-Dr-94066/home/1950804
1275000,,1593,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2790-Tipperary-Ave-94080/home/2059296
750000,440,828,1,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2250-Gellert-Blvd-94080/unit-2401/home/177171331
1975000,108,2113,3,2.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/309-Merimont-Cir-94066/home/17307143
1325000,,1580,4,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2300-Evergreen-Dr-94066/home/624351
1918000,,2000,5,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2575-Donegal-Ave-94080/home/914080
1220000,,1820,4,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3661-Bettman-Way-94080/home/1768673
835000,,1115,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3741-Fairfax-Way-94080/home/950206
1570000,,2240,3,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2278-Shannon-Dr-94080/home/913141
1250000,,1430,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2920-Muirfield-Cir-94066/home/1990649
1400000,,2240,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3285-Dublin-Dr-94080/home/1426185
1470000,,1470,4,3.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3310-Fasman-Dr-94066/home/1077453
1525000,,1548,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/3671-Elston-Dr-94066/home/1799816
,,1115,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2260-Greendale-Dr-94080/home/2025312
1200000,,1820,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3649-Baldwin-Hills-Ct-94080/home/1039407
1200000,,1810,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3636-Bettman-Way-94080/home/1185843
1220000,,1780,3,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3606-Bassett-Ct-94080/home/2041456
1137500,,1770,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3716-Palos-Verdes-Way-94080/home/922979
1231000,,1810,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3724-Palos-Verdes-Way-94080/home/1214822
1215000,,1770,4,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2263-Greendale-Dr-94080/home/1568903
890000,200,1115,3,1.5,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3776-Fairfax-Way-94080/home/1917259
980000,447,1082,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2230-Gellert-Blvd-94080/unit-3404/home/174109111
1610000,,2294,5,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2266-Kenry-Way-94080/home/2043305
1385000,6,1960,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/153-Valleyview-Way-94080/home/1536368
1780000,6,2200,4,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/109-Valleyview-Way-94080/home/1948239
1540000,6,1900,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/24-Chateau-Ct-94080/home/1317226
1400000,240,2310,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/10-Buena-Vista-Rd-94080/home/1728016
1830000,105,2282,4,2.5,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/215-Marbella-Ln-94066/home/21628009
620000,794,1357,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-709-3/home/1877363
775000,794,1302,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-708-1/home/947013
672500,671,1130,2,1.5,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-714-9/home/947019
959000,441,1082,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2250-Gellert-Blvd-94080/unit-2108/home/21967864
894000,447,1082,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2260-Gellert-Blvd-94080/unit-1108/home/28919125
1220000,130,1610,3,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/24-Moonlight-Ct-94080/home/1857975
1310000,,1765,5,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/2800-Oakmont-Dr-94066/home/1901102
1550000,,2140,4,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/3180-Dublin-Dr-94080/home/2044822
1680000,,1510,3,2.0,SINGLE_FAMILY_HOME,SAN BRUNO,/CA/San-Bruno/120-Riviera-Ct-94066/home/1723645
1570000,399,2422,4,3.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2697-Bantry-Ln-94080/home/172812528
1456000,,1660,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2350-Erin-Pl-94080/home/1372507
1680000,,2230,5,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2226-Kenry-Way-94080/home/1644806
1310000,,1500,3,2.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2454-Unwin-Ct-94080/home/925338
1700000,253,2310,4,3.5,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/5208-Belfast-Ct-94080/home/1006040
650000,794,1357,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-705-1/home/948748
715000,794,1357,3,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-706-4/home/1933051
515000,498,720,1,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-714-5/home/1558008
725000,671,1130,2,1.5,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-713-8/home/1464425
1500000,,1820,6,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2450-Ardee-Ln-94080/home/2046889
1805000,,2000,4,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2910-Dublin-Dr-94080/home/913801
1335000,,1500,4,2.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2505-Tipperary-Ave-94080/home/1185683
1568000,,2540,5,3.0,SINGLE_FAMILY_HOME,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2244-Kenry-Way-94080/home/2017763
820000,671,960,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-704-1/home/1418905
630000,645,1008,2,1.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/1-Appian-Way-94080/unit-708-2/home/947033
925000,468,1026,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2220-Gellert-Blvd-94080/unit-4203/home/17307454
885000,441,1026,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2220-Gellert-Blvd-94080/unit-4209/home/17307453
938000,441,1026,2,2.0,CONDO,SOUTH SAN FRANCISCO,/CA/South-San-Francisco/2210-Gellert-Blvd-94080/unit-5109/home/17307449
